"seqnames","start","end","width","strand","category","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","SYMBOL"
"chr8",107437345,107437741,397,"*","TES_Unique","Intron (ENST00000517746.6/284, intron 1 of 8)",8,107346983,107494995,148013,2,"284","ENST00000520033.1",57254,"ANGPT1"
"chr8",107439674,107440015,342,"*","TES_Unique","Intron (ENST00000517746.6/284, intron 1 of 8)",8,107346983,107494995,148013,2,"284","ENST00000520033.1",54980,"ANGPT1"
"chr8",107444112,107444492,381,"*","TES_Unique","Intron (ENST00000517746.6/284, intron 1 of 8)",8,107346983,107494995,148013,2,"284","ENST00000520033.1",50503,"ANGPT1"
"chr8",107469133,107469882,750,"*","TES_Unique","Intron (ENST00000517746.6/284, intron 1 of 8)",8,107346983,107494995,148013,2,"284","ENST00000520033.1",25113,"ANGPT1"
"chr8",107489785,107490449,665,"*","TES_Unique","Intron (ENST00000517746.6/284, intron 1 of 8)",8,107346983,107494995,148013,2,"284","ENST00000520033.1",4546,"ANGPT1"
"chr8",107749786,107749991,206,"*","TES_Unique","Distal Intergenic",8,107958228,107989555,31328,2,"340419","ENST00000521757.1",239564,"RSPO2"
"chr8",108469673,108469889,217,"*","TES_Unique","Exon (ENST00000220853.8/9694, exon 6 of 11)",8,108473851,108486918,13068,1,"9694","ENST00000519450.2",-3962,"EMC2"
"chr8",108953081,108953426,346,"*","TES_Unique","Intron (ENST00000522244.1/101927413, intron 3 of 4)",8,108915840,108948912,33073,2,"101927413","ENST00000656015.3",-4169,"LOC101927413"
"chr8",109597815,109598004,190,"*","TES_Unique","Intron (ENST00000276646.14/55638, intron 3 of 6)",8,109575975,109603454,27480,2,"55638","ENST00000533394.5",5450,"SYBU"
"chr8",109657519,109657777,259,"*","TES_Unique","Intron (ENST00000532779.5/55638, intron 1 of 5)",8,109618857,109648966,30110,2,"55638","ENST00000524720.5",-8553,"SYBU"
"chr8",109747039,109747207,169,"*","TES_Unique","Distal Intergenic",8,109574188,109691791,117604,2,"55638","ENST00000422135.5",-55248,"SYBU"
"chr8",114904210,114904374,165,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",587847,"TRPS1"
"chr8",115059791,115060435,645,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",431786,"TRPS1"
"chr8",115060603,115061142,540,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",431079,"TRPS1"
"chr8",115076245,115076964,720,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",415257,"TRPS1"
"chr8",115100521,115101140,620,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",391081,"TRPS1"
"chr8",115115146,115115961,816,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",376260,"TRPS1"
"chr8",115210875,115211469,595,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",280752,"TRPS1"
"chr8",115218511,115219330,820,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",272891,"TRPS1"
"chr8",115229802,115230056,255,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",262165,"TRPS1"
"chr8",115238978,115239608,631,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",252613,"TRPS1"
"chr8",115326851,115327132,282,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",165089,"TRPS1"
"chr8",115333811,115334087,277,"*","TES_Unique","Distal Intergenic",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",158134,"TRPS1"
"chr8",115418196,115418670,475,"*","TES_Unique","Exon (ENST00000640765.1/7227, exon 5 of 6)",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",73551,"TRPS1"
"chr8",115419339,115420184,846,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",72037,"TRPS1"
"chr8",115436007,115436175,169,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",56046,"TRPS1"
"chr8",115450221,115450458,238,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",41763,"TRPS1"
"chr8",115451682,115452318,637,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",39903,"TRPS1"
"chr8",115468523,115468787,265,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",23434,"TRPS1"
"chr8",115483703,115484037,335,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",8184,"TRPS1"
"chr8",115485710,115486132,423,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115414429,115492221,77793,2,"7227","ENST00000518018.1",6089,"TRPS1"
"chr8",115541775,115542208,434,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115509602,115511325,1724,1,"125177374","ENST00000415088.1",32173,"TRPS1-AS1"
"chr8",115544172,115544443,272,"*","TES_Unique","Intron (ENST00000640765.1/7227, intron 4 of 5)",8,115509602,115511325,1724,1,"125177374","ENST00000415088.1",34570,"TRPS1-AS1"
"chr8",115729246,115729874,629,"*","TES_Unique","Intron (ENST00000422939.1/7227, intron 1 of 4)",8,115619774,115669483,49710,2,"7227","ENST00000519815.5",-59763,"TRPS1"
"chr8",115742494,115742757,264,"*","TES_Unique","Intron (ENST00000422939.1/7227, intron 1 of 4)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",66916,"TRPS1"
"chr8",115773260,115773533,274,"*","TES_Unique","Intron (ENST00000422939.1/7227, intron 1 of 4)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",36140,"TRPS1"
"chr8",115777389,115777672,284,"*","TES_Unique","Intron (ENST00000422939.1/7227, intron 1 of 4)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",32001,"TRPS1"
"chr8",115779400,115779886,487,"*","TES_Unique","Intron (ENST00000422939.1/7227, intron 1 of 4)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",29787,"TRPS1"
"chr8",115796347,115796732,386,"*","TES_Unique","Intron (ENST00000422939.1/7227, intron 1 of 4)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",12941,"TRPS1"
"chr8",115867620,115867873,254,"*","TES_Unique","Distal Intergenic",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",-57947,"TRPS1"
"chr8",115954960,115955274,315,"*","TES_Unique","Exon (ENST00000505156.2/100859921, exon 12 of 14)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",-145287,"TRPS1"
"chr8",115961711,115962239,529,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 11 of 13)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",-152038,"TRPS1"
"chr8",115968497,115969024,528,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 10 of 13)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",-158824,"TRPS1"
"chr8",115978338,115978643,306,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 7 of 13)",8,115619913,115809673,189761,2,"7227","ENST00000422939.1",-168665,"TRPS1"
"chr8",116086030,116086393,364,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 7 of 13)",8,116289622,116298954,9333,1,"124902005","ENST00000669902.1",-203229,"LOC124902005"
"chr8",116089436,116089682,247,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 7 of 13)",8,116289622,116298954,9333,1,"124902005","ENST00000669902.1",-199940,"LOC124902005"
"chr8",116112147,116112743,597,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 7 of 13)",8,116289622,116298954,9333,1,"124902005","ENST00000669902.1",-176879,"LOC124902005"
"chr8",116113116,116113483,368,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 7 of 13)",8,116289622,116298954,9333,1,"124902005","ENST00000669902.1",-176139,"LOC124902005"
"chr8",116120587,116121046,460,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 6 of 13)",8,116289622,116298954,9333,1,"124902005","ENST00000669902.1",-168576,"LOC124902005"
"chr8",116161724,116162114,391,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 4 of 13)",8,116289622,116298954,9333,1,"124902005","ENST00000669902.1",-127508,"LOC124902005"
"chr8",116267315,116267710,396,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 2 of 13)",8,116289622,116298954,9333,1,"124902005","ENST00000669902.1",-21912,"LOC124902005"
"chr8",116284841,116285135,295,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 1 of 13)",8,116289622,116298954,9333,1,"124902005","ENST00000669902.1",-4487,"LOC124902005"
"chr8",116318882,116319654,773,"*","TES_Unique","Intron (ENST00000505156.2/100859921, intron 1 of 13)",8,115950511,116325059,374549,2,"100859921","ENST00000505156.2",5405,"LINC00536"
"chr8",116324816,116325264,449,"*","TES_Unique","Promoter (<=1kb)",8,115950511,116325059,374549,2,"100859921","ENST00000505156.2",0,"LINC00536"
"chr8",116338254,116338870,617,"*","TES_Unique","Distal Intergenic",8,116253746,116325062,71317,2,"100859921","ENST00000664052.1",-13192,"LINC00536"
"chr8",116343686,116344262,577,"*","TES_Unique","Distal Intergenic",8,116253746,116325062,71317,2,"100859921","ENST00000664052.1",-18624,"LINC00536"
"chr8",116365048,116365356,309,"*","TES_Unique","Distal Intergenic",8,116253746,116325062,71317,2,"100859921","ENST00000664052.1",-39986,"LINC00536"
"chr8",116402457,116402686,230,"*","TES_Unique","Exon (ENST00000523110.1/ENST00000523110.1, exon 2 of 2)",8,116253746,116325062,71317,2,"100859921","ENST00000664052.1",-77395,"LINC00536"
"chr8",116423126,116423553,428,"*","TES_Unique","Distal Intergenic",8,116253746,116325062,71317,2,"100859921","ENST00000664052.1",-98064,"LINC00536"
"chr8",116433022,116433249,228,"*","TES_Unique","Distal Intergenic",8,116253746,116325062,71317,2,"100859921","ENST00000664052.1",-107960,"LINC00536"
"chr8",116444260,116444972,713,"*","TES_Unique","Distal Intergenic",8,116253746,116325062,71317,2,"100859921","ENST00000664052.1",-119198,"LINC00536"
"chr8",116451291,116451722,432,"*","TES_Unique","Distal Intergenic",8,116253746,116325062,71317,2,"100859921","ENST00000664052.1",-126229,"LINC00536"
"chr8",116514262,116514940,679,"*","TES_Unique","Distal Intergenic",8,116652014,116654642,2629,1,"105375713","ENST00000685125.2",-137074,"LOC105375713"
"chr8",116517487,116517753,267,"*","TES_Unique","Distal Intergenic",8,116652014,116654642,2629,1,"105375713","ENST00000685125.2",-134261,"LOC105375713"
"chr8",116525828,116526063,236,"*","TES_Unique","Distal Intergenic",8,116652014,116654642,2629,1,"105375713","ENST00000685125.2",-125951,"LOC105375713"
"chr8",116548262,116548475,214,"*","TES_Unique","Distal Intergenic",8,116652014,116654642,2629,1,"105375713","ENST00000685125.2",-103539,"LOC105375713"
"chr8",116560253,116560459,207,"*","TES_Unique","Distal Intergenic",8,116652014,116654642,2629,1,"105375713","ENST00000685125.2",-91555,"LOC105375713"
"chr8",116697428,116697666,239,"*","TES_Unique","Intron (ENST00000521861.6/8667, intron 2 of 7)",8,116646581,116657775,11195,2,"8667","ENST00000520289.1",-39653,"EIF3H"
"chr8",116733028,116733246,219,"*","TES_Unique","Intron (ENST00000521861.6/8667, intron 1 of 7)",8,116648806,116755784,106979,2,"8667","ENST00000518949.5",22538,"EIF3H"
"chr8",116870804,116871014,211,"*","TES_Unique","Intron (ENST00000687358.1/5885, intron 1 of 13)",8,116845940,116874209,28270,2,"5885","ENST00000517749.2",3195,"RAD21"
"chr8",117224745,117225301,557,"*","TES_Unique","Distal Intergenic",8,117135259,117176714,41456,1,"169026","ENST00000519688.5",89486,"SLC30A8"
"chr8",117264102,117264418,317,"*","TES_Unique","Distal Intergenic",8,117135259,117176714,41456,1,"169026","ENST00000519688.5",128843,"SLC30A8"
"chr8",117669794,117670018,225,"*","TES_Unique","Distal Intergenic",8,117799587,117806902,7316,2,"2131","ENST00000684443.1",136884,"EXT1"
"chr8",117881384,117881871,488,"*","TES_Unique","Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117799587,117806902,7316,2,"2131","ENST00000684443.1",-74482,"EXT1"
"chr8",117937413,117937809,397,"*","TES_Unique","Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117799414,118017235,217822,2,"2131","ENST00000684189.1",79426,"EXT1"
"chr8",117951354,117951658,305,"*","TES_Unique","Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117799414,118017235,217822,2,"2131","ENST00000684189.1",65577,"EXT1"
"chr8",117985215,117985455,241,"*","TES_Unique","Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117799414,118017235,217822,2,"2131","ENST00000684189.1",31780,"EXT1"
"chr8",117989301,117989719,419,"*","TES_Unique","Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117799414,118017235,217822,2,"2131","ENST00000684189.1",27516,"EXT1"
"chr8",118074111,118074485,375,"*","TES_Unique","Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117822465,118110414,287950,2,"2131","ENST00000436216.2",35929,"EXT1"
"chr8",118074951,118075449,499,"*","TES_Unique","Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117822465,118110414,287950,2,"2131","ENST00000436216.2",34965,"EXT1"
"chr8",118078637,118078860,224,"*","TES_Unique","Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117822465,118110414,287950,2,"2131","ENST00000436216.2",31554,"EXT1"
"chr8",118124288,118124554,267,"*","TES_Unique","Distal Intergenic",8,117794490,118111826,317337,2,"2131","ENST00000378204.7",-12462,"EXT1"
"chr8",119893068,119893473,406,"*","TES_Unique","Intron (ENST00000523492.5/64798, intron 1 of 6)",8,119873722,120050918,177197,1,"64798","ENST00000286234.6",19346,"DEPTOR"
"chr8",120099753,120100147,395,"*","TES_Unique","Intron (ENST00000498051.6/7373, intron 2 of 22)",8,120107378,120232087,124710,1,"7373","ENST00000537875.2",-7231,"COL14A1"
"chr8",120103417,120103750,334,"*","TES_Unique","Intron (ENST00000498051.6/7373, intron 2 of 22)",8,120107378,120232087,124710,1,"7373","ENST00000537875.2",-3628,"COL14A1"
"chr8",120120311,120120605,295,"*","TES_Unique","Intron (ENST00000498051.6/7373, intron 4 of 22)",8,120125102,120373573,248472,1,"7373","ENST00000297848.8",-4497,"COL14A1"
"chr8",120167121,120167723,603,"*","TES_Unique","Intron (ENST00000498051.6/7373, intron 7 of 22)",8,120196801,120216492,19692,1,"7373","ENST00000523142.5",-29078,"COL14A1"
"chr8",120266233,120266675,443,"*","TES_Unique","Intron (ENST00000297848.8/7373, intron 24 of 47)",8,120196916,120266992,70077,1,"7373","ENST00000434620.5",69317,"COL14A1"
"chr8",120296721,120296912,192,"*","TES_Unique","Intron (ENST00000297848.8/7373, intron 34 of 47)",8,120345446,120371081,25636,1,"7373","ENST00000440844.5",-48534,"COL14A1"
"chr8",120346822,120347187,366,"*","TES_Unique","Promoter (1-2kb)",8,120345446,120371081,25636,1,"7373","ENST00000440844.5",1376,"COL14A1"
"chr8",120365277,120365524,248,"*","TES_Unique","Intron (ENST00000297848.8/7373, intron 45 of 47)",8,120345446,120371081,25636,1,"7373","ENST00000440844.5",19831,"COL14A1"
"chr8",120588119,120588458,340,"*","TES_Unique","Intron (ENST00000395601.7/6641, intron 4 of 7)",8,120518703,120541965,23263,1,"27085","ENST00000519556.1",69416,"MTBP"
"chr8",120675508,120675768,261,"*","TES_Unique","Intron (ENST00000395601.7/6641, intron 3 of 7)",8,120632610,120693908,61299,2,"6641","ENST00000519298.1",18140,"SNTB1"
"chr8",120952558,120952804,247,"*","TES_Unique","Intron (ENST00000517739.1/ENST00000517739.1, intron 1 of 3)",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-139285,"SNTB1"
"chr8",120976710,120977108,399,"*","TES_Unique","Intron (ENST00000517739.1/ENST00000517739.1, intron 1 of 3)",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-163437,"SNTB1"
"chr8",120980144,120980571,428,"*","TES_Unique","Intron (ENST00000517739.1/ENST00000517739.1, intron 1 of 3)",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-166871,"SNTB1"
"chr8",121010745,121011110,366,"*","TES_Unique","Intron (ENST00000517739.1/ENST00000517739.1, intron 1 of 3)",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-197472,"SNTB1"
"chr8",121038694,121039090,397,"*","TES_Unique","Intron (ENST00000517739.1/ENST00000517739.1, intron 1 of 3)",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-225421,"SNTB1"
"chr8",121149700,121150063,364,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-336427,"SNTB1"
"chr8",121154487,121154869,383,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-341214,"SNTB1"
"chr8",121155499,121155735,237,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-342226,"SNTB1"
"chr8",121163073,121163372,300,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-349800,"SNTB1"
"chr8",121163983,121164637,655,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-350710,"SNTB1"
"chr8",121197508,121198246,739,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-384235,"SNTB1"
"chr8",121206204,121206789,586,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-392931,"SNTB1"
"chr8",121209786,121210171,386,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-396513,"SNTB1"
"chr8",121212033,121212420,388,"*","TES_Unique","Distal Intergenic",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-398760,"SNTB1"
"chr8",121252186,121252463,278,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-386830,"HAS2-AS1"
"chr8",121260973,121261260,288,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-378033,"HAS2-AS1"
"chr8",121290903,121291325,423,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-347968,"HAS2-AS1"
"chr8",121314701,121314872,172,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-324421,"HAS2-AS1"
"chr8",121318293,121318476,184,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-320817,"HAS2-AS1"
"chr8",121338707,121339244,538,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-300049,"HAS2-AS1"
"chr8",121342392,121343011,620,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-296282,"HAS2-AS1"
"chr8",121348811,121349233,423,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-290060,"HAS2-AS1"
"chr8",121398170,121398614,445,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-240679,"HAS2-AS1"
"chr8",121406006,121406280,275,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-233013,"HAS2-AS1"
"chr8",121560049,121561172,1124,"*","TES_Unique","Distal Intergenic",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",-78121,"HAS2-AS1"
"chr8",121639121,121639796,676,"*","TES_Unique","Promoter (<=1kb)",8,121639293,121643451,4159,1,"594842","ENST00000518865.5",0,"HAS2-AS1"
"chr8",121724455,121724832,378,"*","TES_Unique","Intron (ENST00000648171.1/594842, intron 6 of 8)",8,121668978,121697600,28623,2,"105375732","ENST00000666599.1",-26855,"LINC02855"
"chr8",121743137,121743369,233,"*","TES_Unique","Intron (ENST00000648171.1/594842, intron 6 of 8)",8,121668978,121697600,28623,2,"105375732","ENST00000666599.1",-45537,"LINC02855"
"chr8",121776350,121776567,218,"*","TES_Unique","Intron (ENST00000648171.1/594842, intron 6 of 8)",8,121668978,121697600,28623,2,"105375732","ENST00000666599.1",-78750,"LINC02855"
"chr8",121796405,121796921,517,"*","TES_Unique","Intron (ENST00000648171.1/594842, intron 6 of 8)",8,121668978,121697600,28623,2,"105375732","ENST00000666599.1",-98805,"LINC02855"
"chr8",121853629,121853957,329,"*","TES_Unique","Intron (ENST00000648171.1/594842, intron 6 of 8)",8,121668978,121697600,28623,2,"105375732","ENST00000666599.1",-156029,"LINC02855"
"chr8",121976638,121977337,700,"*","TES_Unique","Intron (ENST00000664717.1/ENST00000664717.1, intron 4 of 4)",8,121668978,121697600,28623,2,"105375732","ENST00000666599.1",-279038,"LINC02855"
"chr8",122062046,122062406,361,"*","TES_Unique","Intron (ENST00000523792.1/ENST00000523792.1, intron 1 of 2)",8,121668978,121697600,28623,2,"105375732","ENST00000666599.1",-364446,"LINC02855"
"chr8",122073273,122073541,269,"*","TES_Unique","Intron (ENST00000523792.1/ENST00000523792.1, intron 1 of 2)",8,122414332,122428551,14220,2,"105375734","ENST00000533992.1",355010,"SMILR"
"chr8",122127308,122127467,160,"*","TES_Unique","Distal Intergenic",8,122414332,122428551,14220,2,"105375734","ENST00000533992.1",301084,"SMILR"
"chr8",122378673,122379166,494,"*","TES_Unique","Distal Intergenic",8,122414332,122428551,14220,2,"105375734","ENST00000533992.1",49385,"SMILR"
"chr8",122459285,122460487,1203,"*","TES_Unique","Distal Intergenic",8,122485515,122489815,4301,2,"107986972","ENST00000530350.2",29328,"LOC107986972"
"chr8",122473990,122474535,546,"*","TES_Unique","Distal Intergenic",8,122485515,122489815,4301,2,"107986972","ENST00000530350.2",15280,"LOC107986972"
"chr8",122478328,122478636,309,"*","TES_Unique","Distal Intergenic",8,122485515,122489815,4301,2,"107986972","ENST00000530350.2",11179,"LOC107986972"
"chr8",122487652,122488112,461,"*","TES_Unique","Promoter (1-2kb)",8,122485515,122489815,4301,2,"107986972","ENST00000530350.2",1703,"LOC107986972"
"chr8",122568557,122568865,309,"*","TES_Unique","Intron (ENST00000664854.1/104266958, intron 3 of 3)",8,122485195,122571580,86386,2,"107986972","ENST00000702334.1",2715,"LOC107986972"
"chr8",122601621,122601960,340,"*","TES_Unique","Intron (ENST00000664854.1/104266958, intron 3 of 3)",8,122485195,122571580,86386,2,"107986972","ENST00000702334.1",-30041,"LOC107986972"
"chr8",122623249,122624070,822,"*","TES_Unique","Intron (ENST00000664854.1/104266958, intron 3 of 3)",8,122671291,122671394,104,1,"124902081","ENST00000459148.1",-47221,"LOC124902081"
"chr8",122659310,122659666,357,"*","TES_Unique","Intron (ENST00000664854.1/104266958, intron 3 of 3)",8,122671291,122671394,104,1,"124902081","ENST00000459148.1",-11625,"LOC124902081"
"chr8",122686976,122687295,320,"*","TES_Unique","Intron (ENST00000664854.1/104266958, intron 1 of 3)",8,122634398,122694085,59688,2,"104266958","ENST00000666337.1",6790,"LINC01151"
"chr8",122694087,122694367,281,"*","TES_Unique","Promoter (<=1kb)",8,122485194,122694090,208897,2,"104266958","ENST00000664854.1",0,"LINC01151"
"chr8",122695118,122695559,442,"*","TES_Unique","Promoter (<=1kb)",8,122670304,122694146,23843,2,"104266958","ENST00000659897.1",-972,"LINC01151"
"chr8",123036209,123036456,248,"*","TES_Unique","Intron (ENST00000259512.9/79139, intron 1 of 7)",8,123014149,123030719,16571,2,"79139","ENST00000524119.1",-5490,"DERL1"
"chr8",123546951,123547236,286,"*","TES_Unique","Distal Intergenic",8,123503127,123541206,38080,2,"114907","ENST00000443022.2",-5745,"FBXO32"
"chr8",123573091,123573357,267,"*","TES_Unique","Distal Intergenic",8,123503127,123541206,38080,2,"114907","ENST00000443022.2",-31885,"FBXO32"
"chr8",123661945,123662398,454,"*","TES_Unique","Intron (ENST00000652905.1/105375738, intron 2 of 2)",8,123644442,123653801,9360,2,"340359","ENST00000684634.1",-8144,"KLHL38"
"chr8",123669262,123669547,286,"*","TES_Unique","Distal Intergenic",8,123644442,123653801,9360,2,"340359","ENST00000684634.1",-15461,"KLHL38"
"chr8",123771093,123771279,187,"*","TES_Unique","Intron (ENST00000334705.12/157769, intron 1 of 23)",8,123768646,123814773,46128,1,"157769","ENST00000519721.5",2447,"FAM91A1"
"chr8",123839335,123839664,330,"*","TES_Unique","Distal Intergenic",8,123851987,124120061,268075,1,"654463","ENST00000522917.5",-12323,"FER1L6"
"chr8",123839905,123840301,397,"*","TES_Unique","Distal Intergenic",8,123851987,124120061,268075,1,"654463","ENST00000522917.5",-11686,"FER1L6"
"chr8",123957732,123957891,160,"*","TES_Unique","Intron (ENST00000522917.5/654463, intron 2 of 40)",8,123984138,124040782,56645,2,"439941","ENST00000518567.1",82891,"FER1L6-AS1"
"chr8",124039914,124040339,426,"*","TES_Unique","Promoter (<=1kb)",8,123984138,124040782,56645,2,"439941","ENST00000518567.1",443,"FER1L6-AS1"
"chr8",124048100,124048366,267,"*","TES_Unique","Intron (ENST00000522917.5/654463, intron 21 of 40)",8,123984138,124040782,56645,2,"439941","ENST00000518567.1",-7318,"FER1L6-AS1"
"chr8",124126470,124126832,363,"*","TES_Unique","Intron (ENST00000669903.1/157376, intron 1 of 3)",8,124058537,124171451,112915,2,"157376","ENST00000661827.1",44619,"FER1L6-AS2"
"chr8",124141457,124141675,219,"*","TES_Unique","Intron (ENST00000669903.1/157376, intron 1 of 3)",8,124058537,124171451,112915,2,"157376","ENST00000661827.1",29776,"FER1L6-AS2"
"chr8",124200058,124200302,245,"*","TES_Unique","Intron (ENST00000523703.1/101927588, intron 2 of 2)",8,124046073,124171522,125450,2,"157376","ENST00000520031.1",-28536,"FER1L6-AS2"
"chr8",124230501,124230682,182,"*","TES_Unique","Intron (ENST00000523703.1/101927588, intron 1 of 2)",8,124192671,124247398,54728,2,"101927588","ENST00000523703.1",16716,"LOC101927588"
"chr8",124364149,124364457,309,"*","TES_Unique","Intron (ENST00000297632.8/157378, intron 1 of 6)",8,124312586,124372157,59572,2,"157378","ENST00000704783.1",7700,"TMEM65"
"chr8",124643961,124644315,355,"*","TES_Unique","Intron (ENST00000518547.6/9788, intron 3 of 13)",8,124589665,124619479,29815,2,"9788","ENST00000519671.1",-24482,"MTSS1"
"chr8",125110969,125111168,200,"*","TES_Unique","Intron (ENST00000523741.5/286053, intron 3 of 4)",8,125102358,125182430,80073,1,"286053","ENST00000519712.1",8611,"NSMCE2"
"chr8",125120620,125120834,215,"*","TES_Unique","Intron (ENST00000523741.5/286053, intron 3 of 4)",8,125124144,125367118,242975,1,"286053","ENST00000517315.1",-3310,"NSMCE2"
"chr8",125123850,125124106,257,"*","TES_Unique","Promoter (<=1kb)",8,125124144,125367118,242975,1,"286053","ENST00000517315.1",-38,"NSMCE2"
"chr8",125144578,125144843,266,"*","TES_Unique","Intron (ENST00000523741.5/286053, intron 3 of 4)",8,125124144,125367118,242975,1,"286053","ENST00000517315.1",20434,"NSMCE2"
